5.8000, 0.00
5.8000, 20.0
6.5000, 20.0
6.5000, 35.0
8.0400, 35.0
8.0442, 71.0
8.0500, 120.0
8.0500, 120.0
8.1917, 171.0
8.3000, 210.0
8.3000, 210.0
8.5227, 271.0
